event_abbreviation,event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,type,code,conception_categories
OngoingPregnancy4,Ongoing Pregnancy,SNOMEDCT_US,80818002,Previous surgery to perineum AND-OR vulva affecting pregnancy,C0269761,Previous surgery to perineum AND-OR vulva affecting pregnancy,narrow,P,PrA,80818002,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22,Venous complications in pregnancy,C0495184,Venous complication in pregnancy- unspecified,narrow,P,PrA,O22,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.0,Varicose veins of lower extremity in pregnancy,"","",narrow,P,PrA,O22.0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.00,Varicose veins of lower extremity in pregnancy- unspecified trimester,"","",narrow,P,PrA,O22.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.01,Varicose veins of lower extremity in pregnancy- first trimester,"","",narrow,P,PrA,O22.01,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.02,Varicose veins of lower extremity in pregnancy- second trimester,"","",narrow,P,PrA,O22.02,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.03,Varicose veins of lower extremity in pregnancy- third trimester,"","",narrow,P,PrA,O22.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.1,Genital varices in pregnancy,"","",narrow,P,PrA,O22.1,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.10,Genital varices in pregnancy- unspecified trimester,"","",narrow,P,PrA,O22.10,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.11,Genital varices in pregnancy- first trimester,"","",narrow,P,PrA,O22.11,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.12,Genital varices in pregnancy- second trimester,"","",narrow,P,PrA,O22.12,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.13,Genital varices in pregnancy- third trimester,"","",narrow,P,PrA,O22.13,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.2,Superficial thrombophlebitis in pregnancy,C0342054,Superficial thrombophlebitis in pregnancy,narrow,P,PrA,O22.2,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.20,Superficial thrombophlebitis in pregnancy- unspecified trimester,"","",narrow,P,PrA,O22.20,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.21,Superficial thrombophlebitis in pregnancy- first trimester,"","",narrow,P,PrA,O22.21,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.22,Superficial thrombophlebitis in pregnancy- second trimester,"","",narrow,P,PrA,O22.22,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.23,Superficial thrombophlebitis in pregnancy- third trimester,"","",narrow,P,PrA,O22.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.3,Deep phlebothrombosis in pregnancy,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,O22.3,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.30,Deep phlebothrombosis in pregnancy- unspecified trimester,"","",narrow,P,PrA,O22.30,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.31,Deep phlebothrombosis in pregnancy- first trimester,"","",narrow,P,PrA,O22.31,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.32,Deep phlebothrombosis in pregnancy- second trimester,"","",narrow,P,PrA,O22.32,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.33,Deep phlebothrombosis in pregnancy- third trimester,"","",narrow,P,PrA,O22.33,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.4,Haemorrhoids in pregnancy - Hemorrhoids in pregnancy,"","",narrow,P,PrA,O22.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.40,Hemorrhoids in pregnancy- unspecified trimester,"","",narrow,P,PrA,O22.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.41,Hemorrhoids in pregnancy- first trimester,"","",narrow,P,PrA,O22.41,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.42,Hemorrhoids in pregnancy- second trimester,"","",narrow,P,PrA,O22.42,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.43,Hemorrhoids in pregnancy- third trimester,"","",narrow,P,PrA,O22.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.5,Cerebral venous thrombosis in pregnancy,"","",narrow,P,PrA,O22.5,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.50,Cerebral venous thrombosis in pregnancy- unspecified trimester,"","",narrow,P,PrA,O22.50,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.51,Cerebral venous thrombosis in pregnancy- first trimester,"","",narrow,P,PrA,O22.51,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.52,Cerebral venous thrombosis in pregnancy- second trimester,"","",narrow,P,PrA,O22.52,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.53,Cerebral venous thrombosis in pregnancy- third trimester,"","",narrow,P,PrA,O22.53,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.8,Other venous complications in pregnancy,C0477814,Other venous complications in pregnancy,narrow,P,PrA,O22.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.8X,Other venous complications in pregnancy,"","",narrow,P,PrA,O22.8X,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.9,Venous complication in pregnancy- unspecified,C0495184,Venous complication in pregnancy- unspecified,narrow,P,PrA,O22.9,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.90,Venous complication in pregnancy- unspecified- unspecified trimester,"","",narrow,P,PrA,O22.90,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.91,Venous complication in pregnancy- unspecified- first trimester,"","",narrow,P,PrA,O22.91,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.92,Venous complication in pregnancy- unspecified- second trimester,"","",narrow,P,PrA,O22.92,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O22.93,Venous complication in pregnancy- unspecified- third trimester,"","",narrow,P,PrA,O22.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O26.5,Maternal hypotension syndrome,C0341966,Maternal hypotension syndrome,narrow,P,PrA,O26.5,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O26.50,Maternal hypotension syndrome- unspecified trimester,"","",narrow,P,PrA,O26.50,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O26.51,Maternal hypotension syndrome- first trimester,"","",narrow,P,PrA,O26.51,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O26.52,Maternal hypotension syndrome- second trimester,"","",narrow,P,PrA,O26.52,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O26.53,Maternal hypotension syndrome- third trimester,"","",narrow,P,PrA,O26.53,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O40,Polyhydramnios,C0020224,Polyhydramnios,narrow,P,PrA,O40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O40.1,Polyhydramnios- first trimester,"","",narrow,P,PrA,O40.1,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O40.2,Polyhydramnios- second trimester,"","",narrow,P,PrA,O40.2,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O40.3,Polyhydramnios- third trimester,"","",narrow,P,PrA,O40.3,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O40.9,Polyhydramnios- unspecified trimester,"","",narrow,P,PrA,O40.9,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O41.0,Oligohydramnios,C0079924,Oligohydramnios,narrow,P,PrA,O41.0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O41.00,Oligohydramnios- unspecified trimester,C0079924,Oligohydramnios,narrow,P,PrA,O41.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O41.01,Oligohydramnios- first trimester,"","",narrow,P,PrA,O41.01,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O41.02,Oligohydramnios- second trimester,"","",narrow,P,PrA,O41.02,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O41.03,Oligohydramnios- third trimester,"","",narrow,P,PrA,O41.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10,O75.4,Other complications of obstetric surgery and procedures,C0157465,Other complications of obstetric surgery and procedures,narrow,P,PrA,O75.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.2,Superficial thrombophlebitis in pregnancy,C0342054,Superficial thrombophlebitis in pregnancy,narrow,P,PrA,O22.2,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.20,Superficial thrombophlebitis in pregnancy- unspecified trimester,C0342054,Superficial thrombophlebitis in pregnancy,narrow,P,PrA,O22.20,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.21,Superficial thrombophlebitis in pregnancy- first trimester,"","",narrow,P,PrA,O22.21,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.22,Superficial thrombophlebitis in pregnancy- second trimester,"","",narrow,P,PrA,O22.22,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.23,Superficial thrombophlebitis in pregnancy- third trimester,"","",narrow,P,PrA,O22.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.3,Deep phlebothrombosis in pregnancy,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,O22.3,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.30,Deep phlebothrombosis in pregnancy- unspecified trimester,"","",narrow,P,PrA,O22.30,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.31,Deep phlebothrombosis in pregnancy- first trimester,"","",narrow,P,PrA,O22.31,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.32,Deep phlebothrombosis in pregnancy- second trimester,"","",narrow,P,PrA,O22.32,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.33,Deep phlebothrombosis in pregnancy- third trimester,"","",narrow,P,PrA,O22.33,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.8,Other venous complications in pregnancy,C0477814,Other venous complications in pregnancy,narrow,P,PrA,O22.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.8X,Other venous complications in pregnancy,C0477814,Other venous complications in pregnancy,narrow,P,PrA,O22.8X,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.9,Venous complication in pregnancy- unspecified,C0495184,Venous complication in pregnancy- unspecified,narrow,P,PrA,O22.9,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.90,Venous complication in pregnancy- unspecified- unspecified trimester,"","",narrow,P,PrA,O22.90,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.91,Venous complication in pregnancy- unspecified- first trimester,"","",narrow,P,PrA,O22.91,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.92,Venous complication in pregnancy- unspecified- second trimester,"","",narrow,P,PrA,O22.92,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O22.93,Venous complication in pregnancy- unspecified- third trimester,"","",narrow,P,PrA,O22.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O26.5,Maternal hypotension syndrome,C0341966,Maternal hypotension syndrome,narrow,P,PrA,O26.5,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O26.50,Maternal hypotension syndrome- unspecified trimester,C0341966,Maternal hypotension syndrome,narrow,P,PrA,O26.50,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O26.51,Maternal hypotension syndrome- first trimester,"","",narrow,P,PrA,O26.51,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O26.52,Maternal hypotension syndrome- second trimester,"","",narrow,P,PrA,O26.52,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O26.53,Maternal hypotension syndrome- third trimester,"","",narrow,P,PrA,O26.53,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O40,hydramnios,C0020224,Polyhydramnios,narrow,P,PrA,O40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O40.1,Polyhydramnios- first trimester,"","",narrow,P,PrA,O40.1,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O40.2,Polyhydramnios- second trimester,"","",narrow,P,PrA,O40.2,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O40.3,Polyhydramnios- third trimester,"","",narrow,P,PrA,O40.3,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O40.9,Polyhydramnios- unspecified trimester,"","",narrow,P,PrA,O40.9,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.0,Oligohydramnios,C0079924,Oligohydramnios,narrow,P,PrA,O41.0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.00,Oligohydramnios- unspecified trimester,C0079924,Oligohydramnios,narrow,P,PrA,O41.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.01,Oligohydramnios- first trimester,"","",narrow,P,PrA,O41.01,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.02,Oligohydramnios- second trimester,"","",narrow,P,PrA,O41.02,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.03,Oligohydramnios- third trimester,"","",narrow,P,PrA,O41.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.12,Chorioamnionitis,C0008495,Chorioamnionitis,narrow,P,PrA,O41.12,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.1290,Chorioamnionitis- unspecified trimester- not applicable or unspecified,C0008495,Chorioamnionitis,narrow,P,PrA,O41.1290,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.14,Placentitis,C0032059,Placentitis (disorder),narrow,P,PrA,O41.14,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.149,Placentitis- unspecified trimester,C0032059,Placentitis (disorder),narrow,P,PrA,O41.149,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O41.1490,Placentitis- unspecified trimester- not applicable or unspecified,C0032059,Placentitis (disorder),narrow,P,PrA,O41.1490,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O75.4,Other complications of obstetric surgery and procedures,C0157465,Other complications of obstetric surgery and procedures,narrow,P,PrA,O75.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O90.89,Placental polyp,C0152437,Placental polyp,narrow,P,PrA,O90.89,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD10CM,O91.11,Gestational mammary abscess,C0741646,Abscess of breast- antepartum,narrow,P,PrA,O91.11,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,657,Polyhydramnios,C0020224,Polyhydramnios,narrow,P,PrA,657,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,657.0,Polyhydramnios,C0020224,Polyhydramnios,narrow,P,PrA,657.0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,657.00,Polyhydramnios- unspecified as to episode of care or not applicable,C1812620,Polyhydramnios- unspecified as to episode of care or not applicable,narrow,P,PrA,657.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,657.03,Polyhydramnios- antepartum condition or complication,C0375436,polyhydramnios as antepartum condition,narrow,P,PrA,657.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658,Other problems associated with amniotic cavity and membranes,C0029715,Other problems associated with amniotic cavity and membranes,narrow,P,PrA,658,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.0,Oligohydramnios,C0079924,Oligohydramnios,narrow,P,PrA,658.0,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.00,Oligohydramnios- unspecified as to episode of care or not applicable,C0157141,Oligohydramnios- unspecified as to episode of care,narrow,P,PrA,658.00,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.03,Oligohydramnios- antepartum condition or complication,C0157143,Oligohydramnios- antepartum,narrow,P,PrA,658.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.13,Premature rupture of membranes- antepartum condition or complication,"","",narrow,P,PrA,658.13,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.4,Infection of amniotic cavity,C0002631,Infection of amniotic cavity,narrow,P,PrA,658.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.40,Infection of amniotic cavity- unspecified as to episode of care or not applicable,C0002631,Infection of amniotic cavity,narrow,P,PrA,658.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.43,Infection of amniotic cavity- antepartum condition or complication,C0157158,Infection of amniotic cavity- antepartum,narrow,P,PrA,658.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.8,Other problems associated with amniotic cavity and membranes,C0029715,Other problems associated with amniotic cavity and membranes,narrow,P,PrA,658.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.80,Other problems associated with amniotic cavity and membranes- unspecified as to episode of care or not applicable,C0157159,Other problems associated with amniotic cavity and membranes- unspecified as to episode of care or not applicable,narrow,P,PrA,658.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.83,Other problems associated with amniotic cavity and membranes- antepartum,C0157161,Other problems associated with amniotic cavity and membranes- antepartum,narrow,P,PrA,658.83,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.9,Unspecified problem associated with amniotic cavity and membranes,C0405034,Disorder of amniotic cavity AND-OR membrane,narrow,P,PrA,658.9,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.90,Unspecified problem associated with amniotic cavity and membranes- unspecified as to episode of care or not applicable,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA,658.90,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,658.93,Unspecified problem associated with amniotic cavity and membranes- antepartum condition or complication,C0157165,Unspecified problem associated with amniotic cavity and membranes- antepartum condition or complication,narrow,P,PrA,658.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.23,Maternal pyrexia during labor- unspecified- antepartum condition or complication,C0157178,Unspecified type maternal pyrexia- antepartum,narrow,P,PrA,659.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.4,Grand multiparity- with current pregnancy,C0157183,Grand multiparity- with current pregnancy,narrow,P,PrA,659.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.40,Grand multiparity- unspecified as to episode of care or not applicable,C0157184,Grand multiparity- unspecified as to episode of care or not applicable,narrow,P,PrA,659.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.43,Grand multiparity- antepartum condition or complication,C0157186,Grand multiparity- antepartum condition or complication,narrow,P,PrA,659.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.5,Elderly primigravida,C0157187,Elderly primigravida,narrow,P,PrA,659.5,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.5,Elderly primigravida- unspecified as to episode of care or not applicable,"","",narrow,P,PrA,659.5,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.53,Elderly primigravida- antepartum condition or complication,"","",narrow,P,PrA,659.53,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.7,Abnormality in fetal heart rate or rhythm,C0695245,Abnormality in fetal heart rate or rhythm,narrow,P,PrA,659.7,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.70,Abnormality in fetal heart rate or rhythm- unspecified as to episode of care or not applicable,C0695246,Abnormality in fetal heart rate or rhythm- unspecified as to episode of care or not applicable,narrow,P,PrA,659.70,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,659.73,Abnormality in fetal heart rate or rhythm- antepartum condition or complication,C0695248,Abnormality in fetal heart rate or rhythm- antepartum condition or complication,narrow,P,PrA,659.73,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,660.33,Deep transverse arrest and persistent occipitoposterior position- antepartum condition or complication,C0157214,Deep transverse arrest and persistent occipitoposterior position- antepartum condition or complication,narrow,P,PrA,660.33,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,660.43,Shoulder (girdle) dystocia- antepartum condition or complication,C0157218,Shoulder (girdle) dystocia- antepartum,narrow,P,PrA,660.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,660.53,Locked twins- antepartum condition or complication,C0157222,Locked twins- antepartum,narrow,P,PrA,660.53,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,665.83,Other specified obstetrical trauma- antepartum condition or complication,C0157383,Other specified obstetrical trauma- antepartum condition or complication,narrow,P,PrA,665.83,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,665.93,Unspecified obstetrical trauma- antepartum condition or complication,C0157389,Unspecified obstetrical trauma- antepartum,narrow,P,PrA,665.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.2,Maternal hypotension syndrome,C0341966,Maternal hypotension syndrome,narrow,P,PrA,669.2,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.20,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,C0157456,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,narrow,P,PrA,669.20,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.23,Maternal hypotension syndrome- antepartum condition or complication,"","",narrow,P,PrA,669.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.4,Other complications of obstetrical surgery and procedures,C0157465,Other complications of obstetric surgery and procedures,narrow,P,PrA,669.4,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.40,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,C0157466,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,narrow,P,PrA,669.40,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.43,Other complications of obstetrical surgery and procedures- antepartum condition or complication,C0375475,Other complications of obstetrical surgery and procedures- antepartum condition or complication,narrow,P,PrA,669.43,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.03,Varicose veins of legs complicating pregnancy and the puerperium- antepartum condition or complication,C0157498,Varicose veins of legs in pregnancy,narrow,P,PrA,671.03,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.23,Superficial thrombophlebitis complicating pregnancy and the puerperium- antepartum condition or complication,C0342054,Superficial thrombophlebitis in pregnancy,narrow,P,PrA,671.23,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.3,Deep phlebothrombosis- antepartum,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.3,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.30,Deep phlebothrombosis- antepartum- unspecified as to episode of care or not applicable,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.30,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.33,Deep phlebothrombosis- antepartum- antepartum condition or complication,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA,671.33,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.8,Other venous complications in pregnancy and the puerperium,C0157524,Venous complications in pregnancy and the puerperium- other,narrow,P,PrA,671.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.80,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care or not applicable,C0157525,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care or not applicable,narrow,P,PrA,671.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.83,Other venous complications of pregnancy and the puerperium- antepartum condition or complication,C0477814,Other venous complications in pregnancy,narrow,P,PrA,671.83,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,671.93,Unspecified venous complication of pregnancy and the puerperium- antepartum condition or complication,C0495184,Venous complication in pregnancy- unspecified,narrow,P,PrA,671.93,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,673.8,Other obstetrical pulmonary embolism,C0157564,Other obstetrical pulmonary embolism,narrow,P,PrA,673.8,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,673.80,Other obstetrical pulmonary embolism- unspecified as to episode of care or not applicable,C0157565,Other obstetrical pulmonary embolism- unspecified as to episode of care or not applicable,narrow,P,PrA,673.80,ongoing_pregnancy
OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,673.83,Other obstetrical pulmonary embolism- antepartum condition or complication,"","",narrow,P,PrA,673.83,ongoing_pregnancy
